name,address,city,state,zip,lat,lon,category
Bath & Body Works,9590 South Western Avenue,Evergreen Park,IL,60805,41.718016,-87.6845908,cosmetics
Sally Beauty,4713 West Cermak Road,Cicero,IL,60804,41.8491518,-87.7409208,hairdresser_supply
Sally Beauty,7357 West 25th Street,North Riverside,IL,60546,41.8457976,-87.8058082,hairdresser_supply
Sally Beauty,2506 West Cermak Road,Chicago,IL,60608,41.8524259,-87.6888132,hairdresser_supply
Sally Beauty,2510 West 94th Street,Evergreen Park,IL,60805,41.7234454,-87.6829847,hairdresser_supply
Ulta Beauty,7231 Lake Street,River Forest,IL,60305,41.8874281,-87.805462,cosmetics
Sally Beauty,3145 South Ashland Avenue,Chicago,IL,60608,41.8370105,-87.6638961,hairdresser_supply
Bath & Body Works,4847 Cal Sag Road,Crestwood,IL,60418,41.6529974,-87.7414938,cosmetics
Sally Beauty,4725 South Kedzie Avenue,Chicago,IL,60632,41.8074091,-87.7032378,hairdresser_supply
Sally Beauty,2925 West Addison Street,Chicago,IL,60618,41.9456244,-87.7006678,hairdresser_supply
Ulta Beauty,4146 South Pulaski Road,Chicago,IL,60632,41.8174718,-87.7255466,cosmetics
Beauty One Beauty Supply,121 West 87th Street,Chicago,IL,60620,41.7344065,-87.6273801,cosmetics
CosmoProf,2121 North Clybourn Avenue,Chicago,IL,60614,41.9200425,-87.6619104,hairdresser_supply
The Skin Bar at Ulta Beauty,2754 North Clybourn Avenue,Chicago,IL,60614,41.9310391,-87.6772031,beauty
Sally Beauty,4711 North Pulaski Road,Chicago,IL,60625,41.9668567,-87.727576,hairdresser_supply
Beauty One,618 West Roosevelt Road,Chicago,IL,60607,41.8674076,-87.6429388,hairdresser_supply
Perfume & Co.,3333 West Touhy Avenue,Lincolnwood,IL,60712,42.009547,-87.7143753,perfumery
L'Occitane,5220 Fashion Outlets Way,Rosemont,IL,60018,41.975907,-87.8675178,cosmetics
CosmoProf,,chicago,IL,,41.8517013,-87.8512634,hairdresser_supply
Bath & Body Works,,chicago,IL,,41.7525337,-87.9119514,cosmetics
Sephora,,chicago,IL,,41.7526885,-87.9119285,cosmetics
Aveda,,chicago,IL,,41.7545475,-87.9118813,cosmetics
Bath & Body Works,6117 North Lincoln Avenue,Chicago,IL,60659,41.9940203,-87.7115812,cosmetics
Choc Choc,3127 North Broadway,Chicago,IL,60657,41.9384248,-87.6442141,cosmetics
bluemercury,2747 North Clark Street,Chicago,IL,60614,41.9326844,-87.6446613,cosmetics
bluemercury,356 North Clark Street,Chicago,IL,60654,41.8889832,-87.6312465,cosmetics
Bath & Body Works,,chicago,IL,,41.8981612,-87.622287,cosmetics
Sephora,,chicago,IL,,41.8981452,-87.6232553,cosmetics
MAC Cosmetics,,chicago,IL,,41.9765419,-87.9055289,cosmetics
Scratch Goods,847 West Randolph Street,Chicago,IL,60607,41.8841341,-87.6492376,cosmetics
Shiseido,2136 South Archer Avenue,Chicago,IL,60616,41.8540135,-87.6336759,cosmetics
The Skin Bar at Ulta Beauty,3015 North Clark Street,Chicago,IL,60657,41.9370886,-87.647603,beauty
Sally Beauty,6614 West 111th Street,Worth,IL,60482,41.6908678,-87.7850058,hairdresser_supply
Viking General Merchandise,1453 East Hyde Park Boulevard,Chicago,IL,60615,41.802293,-87.5895095,hairdresser_supply
The Skin Bar at Ulta Beauty,5481 West Touhy Avenue,Skokie,IL,60077,42.0104853,-87.7659436,beauty
Jo Malone,,chicago,IL,,41.7885901,-87.7419997,perfumery
MAC Cosmetics,,chicago,IL,,41.7886309,-87.7419818,cosmetics
Ulta Beauty,1107 South Delano Court,Chicago,IL,60605,41.8685602,-87.6320341,cosmetics
The Skin Bar at Ulta Beauty,430 North Michigan Avenue,Chicago,IL,60611,41.8902684,-87.6245418,beauty
Ulta Beauty,3015 North Clark Street,Chicago,IL,60657,41.9370861,-87.6476841,cosmetics
Ulta Beauty,4115 North Harlem Avenue,Norridge,IL,60706,41.9553634,-87.8066194,cosmetics
CosmoProf,4705 North Harlem Avenue,Harwood Heights,IL,60706,41.9653231,-87.8061002,hairdresser_supply
Sally Beauty,6500 West Irving Park Road,Chicago,IL,60634,41.9531869,-87.7891562,hairdresser_supply
Star Beauty Supply,,chicago,IL,,41.8962309,-87.708375,hairdresser_supply
bluemercury,2208 North Halsted Street,Chicago,IL,60614,41.9221502,-87.6488387,cosmetics
bluemercury,924 West Randolph Street,Chicago,IL,60607,41.8846219,-87.6507919,cosmetics
CosmoProf,,chicago,IL,,41.7813693,-87.871897,hairdresser_supply
Ulta Beauty,16 South Halsted Street,Chicago,IL,60607,41.8811227,-87.6475916,cosmetics
Beauty Supply,1400 East 47th Street,Chicago,IL,60653,41.8103953,-87.5922485,hairdresser_supply
L'Occitane,520 North Michigan Avenue,Chicago,IL,60611,41.891392,-87.6247579,cosmetics
Aesop,520 North Michigan Avenue,Chicago,IL,60611,41.8915025,-87.6246751,cosmetics
bluemercury,1153 North State Street,Chicago,IL,60610,41.903423,-87.6285264,cosmetics
Perfumania,7501 Cermak Road,North Riverside,IL,60546,41.8474605,-87.8104294,perfumery
Bath & Body Works,7501 Cermak Road,North Riverside,IL,60546,41.8477919,-87.8110335,cosmetics
Aesop,940 West Fulton Market,chicago,IL,,41.8868864,-87.6514407,cosmetics
Sokhna Beauty Supply,,chicago,IL,,41.8956258,-87.7134933,hairdresser_supply
CosmoProf,5160 South Pulaski Road,Chicago,IL,60632,41.799177,-87.7244741,hairdresser_supply
Sephora,1145 Lake Street,Oak Park,IL,60301,41.8883941,-87.8045082,cosmetics
Luxxe|Honor Apothecary + Wellness,3745 Grand Boulevard,Brookfield,IL,60513,41.8228602,-87.8445151,perfumery
bluemercury,,chicago,IL,,41.8017288,-87.9283288,cosmetics
Sistar Beauty,8900 South Lafayette Avenue,Chicago,IL,60620,41.7329055,-87.6260472,cosmetics
Ulta Beauty,9620 South Western Avenue,Evergreen Park,IL,60805,41.7172788,-87.6845654,cosmetics
Ulta Beauty,5481 West Touhy Avenue,Skokie,IL,60077,42.0106362,-87.7659424,cosmetics
Bath & Body Works,5768 West Touhy Avenue,Niles,IL,60714,42.0143098,-87.7706683,cosmetics
Howard Beauty Supply,1123 Howard Street,Evanston,IL,60202,42.0198403,-87.6882397,beauty
Bath & Body Works,1730 West Fullerton Avenue,Chicago,IL,60614,41.9259564,-87.6725771,cosmetics
Ulta Beauty,2754 North Clybourn Avenue,Chicago,IL,60614,41.9309999,-87.6770273,cosmetics
Sally Beauty,2577 North Elston Avenue,Chicago,IL,60647,41.9288732,-87.6816142,hairdresser_supply
Ulta Beauty,1300 North Ashland Avenue,Chicago,IL,60622,41.9053986,-87.6685657,cosmetics
