GEOID,NAME,total_pop,black_pop,pct_black,median_income,poverty_rate,low_income,nearest_store_km,store_count_5km,service_area_pct,beauty_access_score,underserved_index,hotspot_flag,hotspot_cluster
37081016306,Census Tract 163.06; Guilford County; North Carolina,5516,1610,29.187817258883246,65705.0,11.557695869605482,False,7.34581590374675,5,99.99999999999996,0.9064539521392314,0.3114,False,-1
37081016010,Census Tract 160.10; Guilford County; North Carolina,2370,513,21.645569620253163,51166.0,7.59493670886076,False,2.211808472190336,21,100.0,8.860759493670887,0.186,False,-1
37081016203,Census Tract 162.03; Guilford County; North Carolina,5966,1094,18.33724438484747,94112.0,3.2789759775556724,False,10.544443209881921,4,54.00907863031137,0.670465973851827,0.2438,False,-1
37081016205,Census Tract 162.05; Guilford County; North Carolina,4343,718,16.532350909509557,99600.0,2.3946580704582088,False,6.33437807104193,6,99.99999999999997,1.381533502187428,0.2061,False,-1
37081016305,Census Tract 163.05; Guilford County; North Carolina,3708,636,17.15210355987055,91850.0,6.511891279728199,False,7.720139766385499,4,100.0,1.0787486515641855,0.236,False,-1
37081016410,Census Tract 164.10; Guilford County; North Carolina,5241,1832,34.955161228773136,77626.0,5.97340742210756,False,9.558268744252059,6,90.56445717457878,1.1448196908986834,0.3222,False,-1
37081016506,Census Tract 165.06; Guilford County; North Carolina,5206,1558,29.927007299270077,112843.0,4.51068837026868,False,3.6137320026603144,19,100.0,3.6496350364963503,0.2478,False,-1
37081010200,Census Tract 102; Guilford County; North Carolina,4470,2502,55.97315436241611,40583.0,22.64365205541676,False,2.4165812639762407,18,100.0,4.026845637583893,0.4365,False,-1
37081010401,Census Tract 104.01; Guilford County; North Carolina,1446,113,7.814661134163209,70302.0,9.059474412171507,False,2.0487997163543192,24,100.0,16.597510373443985,0.0833,False,-1
37081011601,Census Tract 116.01; Guilford County; North Carolina,3112,1367,43.926735218509,50232.0,21.133682830930535,False,1.169788286784397,24,99.99999999999997,7.712082262210797,0.3474,False,-1
37081012509,Census Tract 125.09; Guilford County; North Carolina,2533,200,7.895775759968417,129036.0,4.451510333863275,False,0.933894175493428,24,100.0,9.474930911962101,0.1004,False,-1
37081017200,Census Tract 172; Guilford County; North Carolina,9256,2876,31.07173725151253,82571.0,10.039987031233114,False,15.728983185168866,0,16.989934512755653,0.0,0.3612,False,-1
37081015500,Census Tract 155; Guilford County; North Carolina,7364,4038,54.834329168929926,52233.0,18.952550252974156,False,9.561583041210312,4,81.02206545041008,0.5431830526887561,0.4724,True,0
37081016003,Census Tract 160.03; Guilford County; North Carolina,5140,551,10.719844357976653,127857.0,2.5875486381322954,False,8.182040283368648,2,94.22650769904331,0.38910505836575876,0.1963,False,-1
37081016900,Census Tract 169; Guilford County; North Carolina,4916,186,3.7835638730675343,85619.0,6.4375,False,8.985579197958653,1,75.27660613846963,0.2034174125305126,0.1877,False,-1
37081012704,Census Tract 127.04; Guilford County; North Carolina,4390,2052,46.74259681093394,36189.0,28.07297605473204,True,3.9038547502095424,17,100.0,3.872437357630979,0.5779,True,0
37081016800,Census Tract 168; Guilford County; North Carolina,9201,2984,32.43125747201391,64678.0,18.2361896476729,False,2.774876981778507,7,99.99999999999987,0.7607868709922835,0.3332,False,-1
37081015100,Census Tract 151; Guilford County; North Carolina,5348,1172,21.914734480179508,57427.0,8.620044876589379,False,20.107100790576503,0,0.0,0.0,0.3363,False,-1
37081016502,Census Tract 165.02; Guilford County; North Carolina,6833,1160,16.976437875018295,84769.0,13.028639263985756,False,4.611876886322357,17,100.0,2.487926240304405,0.2399,False,-1
37081010300,Census Tract 103; Guilford County; North Carolina,2753,1310,47.58445332364693,38395.0,25.984848484848484,True,1.0165518496133628,20,100.0,7.26480203414457,0.5373,True,0
37081012805,Census Tract 128.05; Guilford County; North Carolina,3095,2500,80.77544426494345,44351.0,17.318255250403876,False,3.9997868229998357,18,99.99999999999997,5.81583198707593,0.5209,True,0
37081012508,Census Tract 125.08; Guilford County; North Carolina,2873,189,6.578489383919248,68750.0,15.732683605986775,False,0.8590466996402752,23,100.0,8.005569091541943,0.1531,False,-1
37081012607,Census Tract 126.07; Guilford County; North Carolina,2808,870,30.982905982905983,54667.0,28.962962962962962,False,2.3927918369305274,24,99.99999999999997,8.547008547008549,0.3256,False,-1
37081015800,Census Tract 158; Guilford County; North Carolina,8809,513,5.823589510727665,154099.0,10.182767624020887,False,8.068004316434925,2,89.553777485456,0.22704052673402203,0.2087,False,-1
37081012803,Census Tract 128.03; Guilford County; North Carolina,9339,6348,67.97301638291037,59245.0,10.954102311315587,False,5.1658495618583755,13,99.99999999999997,1.3920119927187067,0.468,True,0
37081016201,Census Tract 162.01; Guilford County; North Carolina,6812,539,7.912507339988256,109619.0,4.682912507339989,False,11.054039415348566,0,51.16368662011005,0.0,0.2101,False,-1
37081010404,Census Tract 104.04; Guilford County; North Carolina,2532,0,0.0,150129.0,3.5545023696682465,False,1.9871126816523872,24,99.99999999999996,9.47867298578199,0.0664,False,-1
37081010601,Census Tract 106.01; Guilford County; North Carolina,2610,196,7.509578544061303,63605.0,19.607843137254903,False,2.014428079126752,24,100.0,9.195402298850574,0.1733,False,-1
37081010602,Census Tract 106.02; Guilford County; North Carolina,4320,1209,27.98611111111111,58049.0,28.81876570790282,False,2.162215708278382,24,100.0,5.555555555555555,0.3284,False,-1
37081010900,Census Tract 109; Guilford County; North Carolina,2066,953,46.127783155856726,42981.0,27.135948414830736,False,0.5421892629552731,20,100.0,9.68054211035818,0.3689,False,-1
37081011102,Census Tract 111.02; Guilford County; North Carolina,2311,1915,82.86456079619212,44300.0,13.803548247511898,False,3.099207396959925,18,100.0,7.788836001730853,0.4981,True,0
37081012705,Census Tract 127.05; Guilford County; North Carolina,4570,3553,77.74617067833698,39107.0,36.76148796498906,True,3.3154110598434885,14,100.0,3.063457330415755,0.757,True,0
37081012706,Census Tract 127.06; Guilford County; North Carolina,4059,3210,79.08351810790836,28481.0,42.572062084257205,True,3.2388368274599904,13,99.99999999999997,3.202759300320276,0.7876,True,0
37081012804,Census Tract 128.04; Guilford County; North Carolina,4588,2940,64.08020924149956,52088.0,13.711790393013102,False,2.3735543434039186,19,100.0,4.141238012205754,0.4321,False,-1
37081013602,Census Tract 136.02; Guilford County; North Carolina,3874,1460,37.687145069695404,45333.0,25.861155272919977,False,12.829191100017535,0,0.0,0.0,0.4464,False,-1
37081011904,Census Tract 119.04; Guilford County; North Carolina,5358,3209,59.89175065322881,42469.0,19.96229971724788,False,5.508905092797679,15,99.99999999999994,2.799552071668533,0.4652,True,0
37081011905,Census Tract 119.05; Guilford County; North Carolina,4878,2773,56.847068470684704,40604.0,27.476366625565145,False,5.700989805908543,12,99.99999999999996,2.4600246002460024,0.4881,True,0
37081012503,Census Tract 125.03; Guilford County; North Carolina,4110,708,17.226277372262775,86406.0,8.272327964860908,False,1.4365393474763986,23,99.99999999999999,5.59610705596107,0.185,False,-1
37081012604,Census Tract 126.04; Guilford County; North Carolina,3953,1991,50.366810017708076,37390.0,23.789473684210527,True,1.3800333054497214,23,100.0,5.818365798128005,0.5505,True,0
37081012608,Census Tract 126.08; Guilford County; North Carolina,2718,1421,52.28108903605593,29415.0,42.457689477557025,True,0.4695302732627168,24,99.99999999999993,8.830022075055188,0.6193,True,0
37081012611,Census Tract 126.11; Guilford County; North Carolina,3948,2518,63.779128672745685,47061.0,10.866752910737388,False,1.8513720014784387,23,99.99999999999999,5.825734549138804,0.4053,False,-1
37081012617,Census Tract 126.17; Guilford County; North Carolina,3950,2328,58.93670886075949,58985.0,13.240506329113924,False,1.5125870996552755,24,99.99999999999997,6.075949367088607,0.391,False,-1
37081016102,Census Tract 161.02; Guilford County; North Carolina,3890,1898,48.79177377892031,39127.0,27.532133676092545,True,2.6905403611157355,22,99.99999999999991,5.655526992287918,0.5678,True,0
37081012703,Census Tract 127.03; Guilford County; North Carolina,4685,1025,21.878335112059766,59185.0,26.81252681252681,False,3.23554461423063,18,100.0,3.84204909284952,0.308,False,-1
37081010800,Census Tract 108; Guilford County; North Carolina,3111,913,29.34747669559627,69479.0,18.478747203579417,False,1.3919191736628738,24,100.0,7.714561234329798,0.2716,False,-1
37081015401,Census Tract 154.01; Guilford County; North Carolina,6841,1583,23.139891828680017,86753.0,8.109693503446252,False,13.338517435818286,0,10.929464069673587,0.0,0.305,False,-1
37081015402,Census Tract 154.02; Guilford County; North Carolina,6825,3113,45.61172161172161,56261.0,11.705096196210897,False,8.008639819005285,3,94.80390230003133,0.43956043956043955,0.3916,False,-1
37081015901,Census Tract 159.01; Guilford County; North Carolina,6511,536,8.232222392873599,112841.0,9.38179558869214,False,14.83834776624646,0,0.0,0.0,0.2517,False,-1
37081016701,Census Tract 167.01; Guilford County; North Carolina,6930,5102,73.62193362193362,69157.0,4.792839613108128,False,4.001840488407604,13,100.0,1.875901875901876,0.457,False,-1
37081016702,Census Tract 167.02; Guilford County; North Carolina,3088,158,5.116580310880829,63203.0,18.71761658031088,False,7.872224224508247,4,99.40402832293854,1.2953367875647668,0.236,False,-1
37081016009,Census Tract 160.09; Guilford County; North Carolina,3718,303,8.14954276492738,106184.0,2.1785906401291015,False,3.30880457035818,17,99.99999999999996,4.57235072619688,0.133,False,-1
37081016409,Census Tract 164.09; Guilford County; North Carolina,2101,217,10.328415040456926,76583.0,1.142313184198001,False,6.337551505732749,10,100.0,4.75963826749167,0.1524,False,-1
37081014412,Census Tract 144.12; Guilford County; North Carolina,2762,376,13.613323678493844,73958.0,9.136858475894245,False,9.116116808160399,4,99.99999999999993,1.448225923244026,0.2368,False,-1
37081015706,Census Tract 157.06; Guilford County; North Carolina,7602,2639,34.714548802946595,130625.0,2.7372022634557176,False,6.127253942013335,12,99.99999999999993,1.5785319652722967,0.2866,False,-1
37081015902,Census Tract 159.02; Guilford County; North Carolina,4591,309,6.73055979089523,149214.0,4.48703986059682,False,14.083617392119066,0,0.0018505764623962368,0.0,0.2194,False,-1
37081016006,Census Tract 160.06; Guilford County; North Carolina,4484,1153,25.71364852809991,88828.0,8.642544365061074,False,2.0604122570576107,18,100.0,4.014272970561998,0.2373,False,-1
37081016007,Census Tract 160.07; Guilford County; North Carolina,4620,543,11.753246753246753,67783.0,9.458874458874458,False,1.0145457497044281,22,100.0,4.761904761904763,0.1687,False,-1
37081016008,Census Tract 160.08; Guilford County; North Carolina,7700,701,9.103896103896105,100056.0,3.506493506493506,False,5.595390975031392,16,99.99999999999997,2.0779220779220777,0.1699,False,-1
37081016011,Census Tract 160.11; Guilford County; North Carolina,4707,1415,30.06161036753771,42188.0,14.136904761904761,False,3.0023445580029198,20,100.0,4.248990864669641,0.2845,False,-1
37081016204,Census Tract 162.04; Guilford County; North Carolina,4669,652,13.964446348254445,128203.0,3.319768687085029,False,7.252496145323398,5,100.0,1.0708931248661384,0.2053,False,-1
37081016406,Census Tract 164.06; Guilford County; North Carolina,4353,1146,26.326671261199174,78406.0,4.548587181254307,False,3.966390966950201,14,99.99999999999999,3.2161727544222374,0.2363,False,-1
37081016407,Census Tract 164.07; Guilford County; North Carolina,4893,1130,23.094216227263438,104653.0,15.205395462906193,False,4.288289015050521,11,99.99999999999993,2.248109544246883,0.2768,False,-1
