GEOID,NAME,total_pop,black_pop,pct_black,median_income,poverty_rate,low_income,nearest_store_km,store_count_5km,service_area_pct,beauty_access_score,underserved_index,hotspot_flag,hotspot_cluster
37063002037,Census Tract 20.37; Durham County; North Carolina,6192,1836,29.651162790697676,87394.0,3.278423772609819,False,1.569197758307059,1,100.0,0.16149870801033592,0.291,False,-1
37063001505,Census Tract 15.05; Durham County; North Carolina,3537,1216,34.37941758552446,30858.0,44.64712918660287,True,0.5282407955220128,9,99.9999999999999,2.544529262086514,0.6437,True,0
37063002033,Census Tract 20.33; Durham County; North Carolina,4266,433,10.15002344116268,100398.0,8.527131782945736,False,3.6091687663750602,6,99.99686762556796,1.4064697609001406,0.2056,False,-1
37063002031,Census Tract 20.31; Durham County; North Carolina,2292,878,38.30715532286213,70809.0,13.542600896860987,False,0.17263069171399043,6,100.0,2.617801047120419,0.3368,False,-1
37063002032,Census Tract 20.32; Durham County; North Carolina,2500,781,31.240000000000002,48242.0,16.072144288577153,False,0.7771228098696872,6,100.0,2.4,0.3212,False,-1
37063001713,Census Tract 17.13; Durham County; North Carolina,3344,352,10.526315789473683,91250.0,7.4162679425837315,False,1.034064250716681,6,100.0,1.7942583732057418,0.1722,False,-1
37063002035,Census Tract 20.35; Durham County; North Carolina,6561,2735,41.68571864045115,83836.0,2.3824353783867953,False,4.876024592436231,1,67.28939131730287,0.1524157902758726,0.3808,False,-1
37063002030,Census Tract 20.30; Durham County; North Carolina,4295,372,8.661233993015134,174087.0,0.7683352735739232,False,2.968982742161624,9,100.0,2.0954598370197903,0.1351,False,-1
37063001810,Census Tract 18.10; Durham County; North Carolina,4487,2043,45.53153554713617,60570.0,16.670504259728297,False,5.500661531966862,0,13.066191487949059,0.0,0.4903,True,0
37063001808,Census Tract 18.08; Durham County; North Carolina,11342,3947,34.799858931405396,124528.0,4.0901060070671384,False,4.338855056080898,1,58.91185128839053,0.08816787162757891,0.3489,False,-1
37063002200,Census Tract 22; Durham County; North Carolina,2513,226,8.993235177079189,97614.0,16.15598885793872,False,0.33119059131587963,7,99.99999999999997,2.785515320334262,0.1874,False,-1
37063002026,Census Tract 20.26; Durham County; North Carolina,8827,5316,60.22431177070352,61967.0,17.642257462686565,False,5.342644762104674,0,48.500745168869386,0.0,0.5757,True,0
37063002021,Census Tract 20.21; Durham County; North Carolina,4898,1622,33.11555737035525,95273.0,10.30885661689507,False,0.587906494971263,11,100.0,2.245814618211515,0.3007,False,-1
37063002022,Census Tract 20.22; Durham County; North Carolina,4601,1745,37.92653770919365,68395.0,14.169595782073813,False,1.5939586248803657,11,100.0,2.3907846120408607,0.3547,False,-1
37063002023,Census Tract 20.23; Durham County; North Carolina,2860,735,25.699300699300696,86513.0,9.985734664764621,False,0.8818470820668224,12,99.9999999999999,4.195804195804196,0.2225,False,-1
37063002025,Census Tract 20.25; Durham County; North Carolina,6443,3125,48.50225050442341,84160.0,8.55531181447822,False,3.6253404007529286,9,100.0,1.396864814527394,0.4182,False,-1
37063001809,Census Tract 18.09; Durham County; North Carolina,6732,2043,30.3475935828877,75777.0,5.725419664268585,False,3.7690951922355054,1,69.91367935566733,0.14854426619132502,0.3275,False,-1
37063002019,Census Tract 20.19; Durham County; North Carolina,4752,466,9.806397306397306,73500.0,11.068539804171989,False,3.5380572383802398,8,77.54502717626633,1.6835016835016834,0.212,False,-1
37063002020,Census Tract 20.20; Durham County; North Carolina,9920,2839,28.618951612903228,179745.0,1.637190500252653,False,2.099990434935066,11,99.99999999999999,1.1088709677419355,0.2622,False,-1
37063001806,Census Tract 18.06; Durham County; North Carolina,7620,4033,52.92650918635171,80429.0,7.335958005249344,False,4.601692905848407,2,43.85252908487703,0.26246719160104987,0.4662,False,-1
37063002024,Census Tract 20.24; Durham County; North Carolina,6115,1110,18.152085036794766,101250.0,4.055600981193786,False,2.5810516532149843,12,99.99999999999996,1.9623875715453805,0.2053,False,-1
37063980100,Census Tract 9801; Durham County; North Carolina,0,0,0.0,,,False,3.0353082131724936,2,90.29220956282738,0.0,0.1242,False,-1
37063001710,Census Tract 17.10; Durham County; North Carolina,4864,2344,48.19078947368421,58563.0,11.550468262226847,False,1.4708147286748103,4,100.0,0.8223684210526315,0.4262,False,-1
37063001711,Census Tract 17.11; Durham County; North Carolina,4649,2272,48.870724887072484,46120.0,13.386505712438026,False,2.206010881502251,4,100.0,0.8604000860400086,0.4457,False,-1
37063001801,Census Tract 18.01; Durham County; North Carolina,8934,3617,40.4857846429371,63547.0,11.935953420669577,False,2.991054662616335,2,67.18622713048315,0.2238638907544213,0.4103,False,-1
37063000101,Census Tract 1.01; Durham County; North Carolina,3845,2128,55.3446033810143,80457.0,16.483803552769068,False,1.9572784401161847,8,100.0,2.0806241872561766,0.4731,True,0
37063002007,Census Tract 20.07; Durham County; North Carolina,5036,1815,36.040508339952346,86239.0,7.684670373312152,False,2.240104521083177,8,100.0,1.5885623510722795,0.329,False,-1
37063002009,Census Tract 20.09; Durham County; North Carolina,4943,3575,72.32449929192798,39375.0,23.131745062105477,True,4.06791345574405,2,98.58729744531921,0.4046125834513453,0.8047,True,0
37063001900,Census Tract 19; Durham County; North Carolina,6157,722,11.726490173785935,105484.0,3.4594770180282604,False,7.366899445432266,0,27.79247364733864,0.0,0.2452,False,-1
37063001709,Census Tract 17.09; Durham County; North Carolina,8069,5011,62.10187135952411,47990.0,16.251791997914765,False,3.3208439568194756,6,100.0,0.7435865658693765,0.5467,True,0
37063001601,Census Tract 16.01; Durham County; North Carolina,5395,1721,31.899907321594068,81151.0,8.768939393939394,False,3.9146144839303485,1,66.75207573260504,0.18535681186283595,0.3536,False,-1
37063001603,Census Tract 16.03; Durham County; North Carolina,7310,1294,17.701778385772915,75137.0,1.4774281805745555,False,5.505012068626059,0,37.61917942797922,0.0,0.2513,False,-1
37063001604,Census Tract 16.04; Durham County; North Carolina,6722,1677,24.947932163046712,94313.0,9.639988098780124,False,4.960315319573851,1,48.90236692633151,0.1487652484379649,0.3296,False,-1
37063001705,Census Tract 17.05; Durham County; North Carolina,5745,1309,22.78503046127067,65899.0,20.115243583027762,False,0.3063553637176495,9,100.0,1.566579634464752,0.3093,False,-1
37063001802,Census Tract 18.02; Durham County; North Carolina,6965,3318,47.63819095477387,44155.0,21.30135018672795,False,3.621629743846354,4,95.95125380588317,0.574300071787509,0.5008,True,0
37063002100,Census Tract 21; Durham County; North Carolina,9548,2508,26.26728110599078,93304.0,5.95903165735568,False,11.979119926607096,0,0.27369143359309994,0.0,0.3786,False,-1
37063001503,Census Tract 15.03; Durham County; North Carolina,1750,217,12.4,,,False,0.44635468250595517,9,99.99999999999999,5.142857142857142,0.0709,False,-1
37063000102,Census Tract 1.02; Durham County; North Carolina,3710,1174,31.644204851752022,60847.0,19.71869083040303,False,1.7107564194439537,10,99.99999999999999,2.6954177897574128,0.346,False,-1
37063000200,Census Tract 2; Durham County; North Carolina,3381,830,24.548950014788524,91667.0,30.008904719501334,False,0.2928308447382628,7,100.0,2.070393374741201,0.3646,False,-1
37063000302,Census Tract 3.02; Durham County; North Carolina,3662,240,6.553795740032769,83977.0,16.62095447065277,False,1.3812641653210058,9,100.0,2.457673402512288,0.1918,False,-1
37063000401,Census Tract 4.01; Durham County; North Carolina,2551,120,4.704037632301058,109034.0,9.525676205409644,False,1.3385081009403732,10,100.0,3.9200313602508823,0.113,False,-1
37063000402,Census Tract 4.02; Durham County; North Carolina,2653,136,5.126272144741802,42589.0,28.684508104033167,False,0.738256271573949,9,99.9999999999999,3.392385978137957,0.2278,False,-1
37063000500,Census Tract 5; Durham County; North Carolina,4432,1826,41.20036101083033,38594.0,27.169811320754718,True,0.9853014054292601,10,99.99999999999987,2.256317689530686,0.593,True,0
37063000600,Census Tract 6; Durham County; North Carolina,4724,625,13.2303132938188,73615.0,11.854360711261643,False,2.444955638708929,11,100.0,2.328535139712108,0.2135,False,-1
37063000700,Census Tract 7; Durham County; North Carolina,3965,781,19.697351828499368,70670.0,9.875286332400101,False,1.9072039842455746,8,100.0,2.01765447667087,0.2397,False,-1
37063000900,Census Tract 9; Durham County; North Carolina,1853,723,39.01780895844576,64694.0,14.136986301369864,False,0.7316683490199462,6,100.0,3.237992444684296,0.3367,False,-1
37063001001,Census Tract 10.01; Durham County; North Carolina,3378,1258,37.24097098875074,32500.0,25.133214920071044,True,2.5115146360051575,4,100.0,1.1841326228537594,0.5935,True,0
